<START>	0
我	1
的	2
你	3
不	4
一	5
是	6
爱	7
有	8
在	9
心	10
了	11
人	12
天	13
要	14
想	15
情	16
来	17
着	18
会	19
这	20
到	21
过	22
个	23
就	24
为	25
那	26
也	27
么	28
多	29
再	30
里	31
说	32
去	33
都	34
无	35
没	36
好	37
能	38
只	39
让	40
得	41
可	42
自	43
开	44
上	45
中	46
谁	47
看	48
还	49
如	50
时	51
生	52
起	53
对	54
风	55
走	56
知	57
回	58
下	59
相	60
眼	61
地	62
们	63
真	64
已	65
夜	66
梦	67
远	68
后	69
太	70
别	71
以	72
像	73
感	74
最	75
样	76
见	77
手	78
又	79
世	80
明	81
点	82
他	83
变	84
出	85
然	86
和	87
何	88
伤	89
道	90
美	91
愿	92
快	93
意	94
难	95
什	96
给	97
望	98
花	99
离	100
当	101
笑	102
分	103
光	104
泪	105
从	106
身	107
等	108
日	109
大	110
记	111
放	112
怎	113
忘	114
却	115
头	116
间	117
己	118
空	119
每	120
永	121
前	122
留	123
面	124
把	125
今	126
经	127
未	128
觉	129
怕	130
乐	131
轻	132
流	133
雨	134
年	135
事	136
现	137
失	138
路	139
声	140
深	141
小	142
边	143
界	144
白	145
飞	146
很	147
子	148
听	149
成	150
才	151
用	152
话	153
气	154
总	155
念	156
做	157
温	158
所	159
问	160
曾	161
发	162
动	163
痛	164
啊	165
长	166
定	167
月	168
落	169
恋	170
苦	171
海	172
少	173
她	174
歌	175
次	176
果	177
此	178
方	179
算	180
但	181
信	182
水	183
更	184
满	185
许	186
全	187
家	188
欢	189
找	190
向	191
被	192
呀	193
与	194
于	195
错	196
因	197
实	198
而	199
冷	200
星	201
福	202
清	203
抱	204
重	205
切	206
该	207
候	208
受	209
将	210
思	211
拥	212
些	213
喜	214
寂	215
唱	216
尽	217
力	218
越	219
跟	220
够	221
依	222
住	223
啦	224
忆	225
种	226
命	227
往	228
待	229
孤	230
儿	231
转	232
春	233
怀	234
同	235
寞	236
幸	237
原	238
请	239
口	240
法	241
晚	242
色	243
带	244
静	245
慢	246
若	247
单	248
丽	249
终	250
似	251
理	252
哭	253
随	254
千	255
停	256
吧	257
之	258
独	259
否	260
活	261
热	262
紧	263
高	264
言	265
由	266
迷	267
悲	268
飘	269
山	270
早	271
默	272
它	273
片	274
解	275
浪	276
女	277
亮	278
几	279
必	280
柔	281
懂	282
红	283
比	284
安	285
结	286
陪	287
黑	288
两	289
容	290
始	291
作	292
底	293
应	294
仍	295
火	296
新	297
脸	298
处	299
步	300
亲	301
沉	302
行	303
刻	304
完	305
哪	306
双	307
直	308
阳	309
告	310
需	311
万	312
打	313
吹	314
影	315
诉	316
叫	317
管	318
老	319
使	320
求	321
友	322
暖	323
甜	324
进	325
神	326
敢	327
呼	328
久	329
掉	330
追	331
期	332
共	333
伴	334
近	335
关	336
云	337
微	338
常	339
场	340
吗	341
吻	342
讲	343
寻	344
或	345
醉	346
牵	347
恨	348
漫	349
任	350
平	351
醒	352
其	353
改	354
外	355
跳	356
音	357
亦	358
害	359
照	360
旧	361
假	362
遇	363
强	364
青	365
味	366
故	367
正	368
痴	369
靠	370
入	371
乱	372
暗	373
散	374
希	375
份	376
令	377
接	378
舞	379
句	380
电	381
化	382
半	383
送	384
绝	385
睡	386
度	387
角	388
游	389
惜	390
代	391
蜜	392
碎	393
勇	394
认	395
背	396
弃	397
秋	398
内	399
忍	400
朋	401
男	402
缘	403
张	404
死	405
彩	406
断	407
线	408
承	409
决	410
街	411
机	412
藏	413
语	414
学	415
复	416
装	417
灯	418
换	419
透	420
连	421
穿	422
窗	423
雪	424
首	425
睛	426
渐	427
便	428
淡	429
表	430
三	431
十	432
酒	433
偷	434
挂	435
坚	436
